,MeSH Unique ID,MeSH Heading,ScopeNote,MeSHBrowserLink
127,D057832,Watchful Waiting,"Clinical management approach wherein immediate therapy is not provided but there is a period of observation during which periodic tests monitor patient and the progression of the illness. (Driffield T, Smith PC Med Decis Making. 2007 Mar-Apr;27(2):178-88)",https://meshb.nlm.nih.gov/record/ui?ui=D057832
128,D055877,Biosurveillance,"Monitoring of information sources of potential value in detecting an emerging epidemic, whether naturally occurring or the result of bioterrorism.",https://meshb.nlm.nih.gov/record/ui?ui=D055877
129,D000080030,Legal Epidemiology,"Systematic, scientific collection and analysis of laws of public health significance.",https://meshb.nlm.nih.gov/record/ui?ui=D000080030
130,D018571,Sentinel Surveillance,"Monitoring of rate of occurrence of specific conditions to assess the stability or change in health levels of a population. It is also the study of disease rates in a specific cohort such as in a geographic area or population subgroup to estimate trends in a larger population. (From Last, Dictionary of Epidemiology, 2d ed)",https://meshb.nlm.nih.gov/record/ui?ui=D018571
131,D011159,Population Surveillance,"Ongoing scrutiny of a population (general population, study population, target population, etc.), generally using methods distinguished by their practicability, uniformity, and frequently their rapidity, rather than by complete accuracy.",https://meshb.nlm.nih.gov/record/ui?ui=D011159
132,D002648,Child,"A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.",https://meshb.nlm.nih.gov/record/ui?ui=D002648
133,D000073921,"Child, Foster","Individual who is unable to live safely with his or her family, usually due to abuse or neglect in the family home.",https://meshb.nlm.nih.gov/record/ui?ui=D000073921
134,D032721,Adult Children,Children who have reached maturity or the legal age of majority.,https://meshb.nlm.nih.gov/record/ui?ui=D032721
135,D018453,Homeless Youth,Runaway and homeless children and adolescents living on the streets of cities and having no fixed place of residence.,https://meshb.nlm.nih.gov/record/ui?ui=D018453
136,D009863,Only Child,Child who has no siblings.,https://meshb.nlm.nih.gov/record/ui?ui=D009863
138,D012926,"Social Control, Formal",Exercise of the authority to restrict or supervise a practice or the conduct of a facility or organization. (AN: not to be used for gene regulation or any biological practices),https://meshb.nlm.nih.gov/record/ui?ui=D012926
139,D021081,Chronobiology Disorders,Disruptions of the rhythmic cycle of bodily functions or activities.,https://meshb.nlm.nih.gov/record/ui?ui=D021081
140,D018417,Th1 Cells,"A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.",https://meshb.nlm.nih.gov/record/ui?ui=D018417
141,D018418,Th2 Cells,A subset of helper-inducer T-lymphocytes which synthesize and secrete the INTERLEUKINS IL-4; IL-5; IL-6; and IL-10. These cytokines influence B-cell development and antibody production as well as augmenting humoral responses.,https://meshb.nlm.nih.gov/record/ui?ui=D018418
142,D006377,"T-Lymphocytes, Helper-Inducer","Subpopulation of CD4+ lymphocytes that cooperate with other lymphocytes (either T or B) to initiate a variety of immune functions. For example, helper-inducer T-cells cooperate with B-cells to produce antibodies to thymus-dependent antigens and with other subpopulations of T-cells to initiate a variety of cell-mediated immune functions.",https://meshb.nlm.nih.gov/record/ui?ui=D006377
143,D007858,Learning,Enhancement strategies to improve duration and retention of information.,https://meshb.nlm.nih.gov/record/ui?ui=D007858
144,D018794,Problem-Based Learning,Instructional use of examples or cases to teach using problem-solving skills and critical thinking.,https://meshb.nlm.nih.gov/record/ui?ui=D018794
145,D012691,Serial Learning,Learning to make a series of responses in exact order.,https://meshb.nlm.nih.gov/record/ui?ui=D012691
146,D000067570,Social Learning,The concept of new knowledge acquisition through observation and interaction with others.,https://meshb.nlm.nih.gov/record/ui?ui=D000067570
147,D065853,Spatial Learning,A process through which individuals encode information about their environmental CUES to facilitate SPATIAL NAVIGATION.,https://meshb.nlm.nih.gov/record/ui?ui=D065853
148,D008661,"Metabolism, Inborn Errors",Errors in metabolic processes resulting from inborn genetic mutations that are inherited or acquired in utero.,https://meshb.nlm.nih.gov/record/ui?ui=D008661
149,D007109,Immunity,Nonsusceptibility to the invasive or pathogenic effects of foreign microorganisms or to the toxic effect of antigenic substances.,https://meshb.nlm.nih.gov/record/ui?ui=D007109
150,D057865,Plant Immunity,Specific signaling cascades set in motion to defend against or repel pathogens.,https://meshb.nlm.nih.gov/record/ui?ui=D057865
151,D032521,"Immunity, Herd","The non-susceptibility to infection of a large group of individuals in a population. A variety of factors can be responsible for herd immunity and this gives rise to the different definitions used in the literature. Most commonly, herd immunity refers to the case when, if most of the population is immune, infection of a single individual will not cause an epidemic. Also, in such immunized populations, susceptible individuals are not likely to become infected. Herd immunity can also refer to the case when unprotected individuals fail to contract a disease because the infecting organism has been banished from the population.",https://meshb.nlm.nih.gov/record/ui?ui=D032521
152,D007113,"Immunity, Innate","The capacity of a normal organism to remain unaffected by microorganisms and their toxins. It results from the presence of naturally occurring ANTI-INFECTIVE AGENTS, constitutional factors such as BODY TEMPERATURE and immediate acting immune cells such as NATURAL KILLER CELLS.",https://meshb.nlm.nih.gov/record/ui?ui=D007113
153,D018928,"Immunity, Mucosal","Nonsusceptibility to the pathogenic effects of foreign microorganisms or antigenic substances as a result of antibody secretions of the mucous membranes. Mucosal epithelia in the gastrointestinal, respiratory, and reproductive tracts produce a form of IgA (IMMUNOGLOBULIN A, SECRETORY) that serves to protect these ports of entry into the body.",https://meshb.nlm.nih.gov/record/ui?ui=D018928
154,D016358,Contact Tracing,"Identification of those persons (or animals) who have had such an association with an infected person, animal, or contaminated environment as to have had the opportunity to acquire the infection. Contact tracing is a generally accepted method for the control of sexually transmitted diseases.",https://meshb.nlm.nih.gov/record/ui?ui=D016358
155,D021281,Quantitative Structure-Activity Relationship,"A quantitative prediction of the biological, ecotoxicological or pharmaceutical activity of a molecule. It is based upon structure and activity information gathered from a series of similar compounds.",https://meshb.nlm.nih.gov/record/ui?ui=D021281
156,D015195,Drug Design,"The molecular designing of drugs for specific purposes (such as DNA-binding, enzyme inhibition, anti-cancer efficacy, etc.) based on knowledge of molecular properties such as activity of functional groups, molecular geometry, and electronic structure, and also on information cataloged on analogous molecules. Drug design is generally computer-assisted molecular modeling and does not include pharmacokinetics, dosage analysis, or drug administration analysis.",https://meshb.nlm.nih.gov/record/ui?ui=D015195
157,D042002,Chromatin Assembly and Disassembly,The mechanisms involved with making the DNA in CHROMATIN more or less accessible to transcription machinery.,https://meshb.nlm.nih.gov/record/ui?ui=D042002
158,D012929,Social Distance,The degree of closeness or acceptance an individual or group feels toward another individual or group.,https://meshb.nlm.nih.gov/record/ui?ui=D012929
159,D012922,Social Change,"A shift, alteration, modification, or evolution of human behavior and culture, which over time, results in measurable consequences on societal values and norms.",https://meshb.nlm.nih.gov/record/ui?ui=D012922
162,D000079382,Internet-Based Intervention,Use of the INTERNET to facilitate the dissemination of health-related information and to connect patients to support.,https://meshb.nlm.nih.gov/record/ui?ui=D000079382
163,D005818,Genetic Engineering,"Directed modification of the gene complement of a living organism by such techniques as altering the DNA, substituting genetic material by means of a virus, transplanting whole nuclei, transplanting cell hybrids, etc.",https://meshb.nlm.nih.gov/record/ui?ui=D005818
164,D016153,"Genes, Suppressor","Genes that have a suppressor allele or suppressor mutation (SUPPRESSION, GENETIC) which cancels the effect of a previous mutation, enabling the wild-type phenotype to be maintained or partially restored. For example, amber suppressors cancel the effect of an AMBER NONSENSE MUTATION.",https://meshb.nlm.nih.gov/record/ui?ui=D016153
165,D058872,Epidemics,"Sudden outbreaks of a disease in a country or region not previously recognized in that area, or a rapid increase in the number of new cases of a previous existing endemic disease. Epidemics can also refer to outbreaks of disease in animal or plant populations.",https://meshb.nlm.nih.gov/record/ui?ui=D058872
166,D000080052,Opioid Epidemic,"Widespread use of OPIOIDS by disproportionately large numbers of individuals within a population, community, or region occurring within a relatively narrow window of time.",https://meshb.nlm.nih.gov/record/ui?ui=D000080052
167,D055106,Genome-Wide Association Study,"An analysis comparing the allele frequencies of all available (or a whole GENOME representative set of) polymorphic markers in unrelated patients with a specific symptom or disease condition, and those of healthy controls to identify markers associated with a specific disease or condition.",https://meshb.nlm.nih.gov/record/ui?ui=D055106
168,D019779,Salmonella enterica,A subgenus of Salmonella containing several medically important serotypes. The habitat for the majority of strains is warm-blooded animals.,https://meshb.nlm.nih.gov/record/ui?ui=D019779
169,D012475,Salmonella,"A genus of gram-negative, facultatively anaerobic, rod-shaped bacteria that utilizes citrate as a sole carbon source. It is pathogenic for humans, causing enteric fevers, gastroenteritis, and bacteremia. Food poisoning is the most common clinical manifestation. Organisms within this genus are separated on the basis of antigenic characteristics, sugar fermentation patterns, and bacteriophage susceptibility.",https://meshb.nlm.nih.gov/record/ui?ui=D012475
170,D012477,Salmonella enteritidis,A serotype of Salmonella enterica which is an etiologic agent of gastroenteritis in man and other animals.,https://meshb.nlm.nih.gov/record/ui?ui=D012477
171,D012485,Salmonella typhi,A serotype of SALMONELLA ENTERICA which is the etiologic agent of TYPHOID FEVER.,https://meshb.nlm.nih.gov/record/ui?ui=D012485
172,D065288,Serogroup,A variant within a species of microorganisms with a specific combination of antigens.,https://meshb.nlm.nih.gov/record/ui?ui=D065288
173,D002999,Clone Cells,"A group of genetically identical cells all descended from a single common ancestral cell by mitosis in eukaryotes or by binary fission in prokaryotes. Clone cells also include populations of recombinant DNA molecules all carrying the same inserted sequence. (From King & Stansfield, Dictionary of Genetics, 4th ed)",https://meshb.nlm.nih.gov/record/ui?ui=D002999
174,D002680,Chin,"The anatomical frontal portion of the mandible, also known as the mentum, that contains the line of fusion of the two separate halves of the mandible (symphysis menti). This line of fusion divides inferiorly to enclose a triangular area called the mental protuberance. On each side, inferior to the second premolar tooth, is the mental foramen for the passage of blood vessels and a nerve.",https://meshb.nlm.nih.gov/record/ui?ui=D002680
175,D012723,Sex,"The totality of characteristics of reproductive structure, functions, PHENOTYPE, and GENOTYPE, differentiating the MALE from the FEMALE organism.",https://meshb.nlm.nih.gov/record/ui?ui=D012723
176,D000073537,"Biological Variation, Population","Differences in measurable biological values, characteristics, or traits, among individuals of a population or between population groups.",https://meshb.nlm.nih.gov/record/ui?ui=D000073537
177,D010641,Phenotype,"The outward appearance of the individual. It is the product of interactions between genes, and between the GENOTYPE and the environment.",https://meshb.nlm.nih.gov/record/ui?ui=D010641
178,D000222,"Adaptation, Physiological",The non-genetic biological changes of an organism in response to challenges in its ENVIRONMENT.,https://meshb.nlm.nih.gov/record/ui?ui=D000222
186,D000229,Dependovirus,"A genus of the family PARVOVIRIDAE, subfamily PARVOVIRINAE, which are dependent on a coinfection with helper adenoviruses or herpesviruses for their efficient replication. The type species is Adeno-associated virus 2.",https://meshb.nlm.nih.gov/record/ui?ui=D000229
187,D012526,Satellite Viruses,"Defective viruses which can multiply only by association with a helper virus which complements the defective gene. Satellite viruses may be associated with certain plant viruses, animal viruses, or bacteriophages. They differ from satellite RNA; (RNA, SATELLITE) in that satellite viruses encode their own coat protein.",https://meshb.nlm.nih.gov/record/ui?ui=D012526
188,D006515,Hepatitis B virus,"The type species of the genus ORTHOHEPADNAVIRUS which causes human HEPATITIS B and is also apparently a causal agent in human HEPATOCELLULAR CARCINOMA. The Dane particle is an intact hepatitis virion, named after its discoverer. Non-infectious spherical and tubular particles are also seen in the serum.",https://meshb.nlm.nih.gov/record/ui?ui=D006515
189,D030041,Hepatitis A virus,"A species in the genus HEPATOVIRUS containing one serotype and two strains: HUMAN HEPATITIS A VIRUS and Simian hepatitis A virus causing hepatitis in humans (HEPATITIS A) and primates, respectively.",https://meshb.nlm.nih.gov/record/ui?ui=D030041
190,D016174,Hepacivirus,"Six clades of the virus exist. But all are considered one species, since serotyping is not yet possible and they do not contain any other taxonomic characteristics except geographic distribution (8th ICTV Report).",https://meshb.nlm.nih.gov/record/ui?ui=D016174
191,D003698,Hepatitis Delta Virus,This is a free-floating genus with one species (HEPATITIS DELTA VIRUS) and no associated family.,https://meshb.nlm.nih.gov/record/ui?ui=D003698
192,D016752,Hepatitis E virus,"A positive-stranded RNA virus species in the genus HEPEVIRUS, causing enterically-transmitted non-A, non-B hepatitis (HEPATITIS E).",https://meshb.nlm.nih.gov/record/ui?ui=D016752
193,D010012,Osteogenesis,The process of bone formation. Histogenesis of bone including ossification.,https://meshb.nlm.nih.gov/record/ui?ui=D010012
194,D005561,Formates,"Derivatives of formic acids. Included under this heading are a broad variety of acid forms, salts, esters, and amides that are formed with a single carbon carboxy group.",https://meshb.nlm.nih.gov/record/ui?ui=D005561
200,D051379,Mice,The common name for the genus Mus.,https://meshb.nlm.nih.gov/record/ui?ui=D051379
201,D006442,Glycated Hemoglobin A,"Products of non-enzymatic reactions between GLUCOSE and HEMOGLOBIN A, occurring as a minor fraction of the hemoglobin components of human erythrocytes. Hemoglobin A1c is hemoglobin A with glucose covalently bound to the terminal VALINE of the beta chain. Glycated hemoglobin A is used as an index of the average blood sugar level over a lifetime of erythrocytes.",https://meshb.nlm.nih.gov/record/ui?ui=D006442
202,D026563,LDL-Receptor Related Protein-Associated Protein,"A membrane protein found in the rough endoplasm reticulum (ENDOPLASMIC RETICULUM, ROUGH) that binds to LDL-RECEPTOR RELATED PROTEINS. It may function to prevent ligand binding of receptors during protein processing events within endosomal compartments.",https://meshb.nlm.nih.gov/record/ui?ui=D026563
203,D058873,Pandemics,"Epidemics of infectious disease that have spread to many countries, often more than one continent, and usually affecting a large number of people.",https://meshb.nlm.nih.gov/record/ui?ui=D058873
204,D018562,"Disease Transmission, Infectious",The transmission of infectious disease or pathogens from one individual to another.,https://meshb.nlm.nih.gov/record/ui?ui=D018562
205,D003362,Cost-Benefit Analysis,A method of comparing the cost of a program with its expected benefits in dollars (or other currency). The benefit-to-cost ratio is a measure of total return expected per unit of money spent. This analysis generally excludes consideration of factors that are not measured ultimately in economic terms. Cost effectiveness compares alternative ways to achieve a specific set of results.,https://meshb.nlm.nih.gov/record/ui?ui=D003362
207,D015397,Program Evaluation,"Studies designed to assess the efficacy of programs. They may include the evaluation of cost-effectiveness, the extent to which objectives are met, or impact.",https://meshb.nlm.nih.gov/record/ui?ui=D015397
208,D000073516,Contraceptive Effectiveness,The rate of success or failure of a method of CONTRACEPTION; CONTRACEPTIVE AGENTS; or CONTRACEPTIVE DEVICES.,https://meshb.nlm.nih.gov/record/ui?ui=D000073516
209,D012062,Relative Biological Effectiveness,The ratio of radiation dosages required to produce identical change based on a formula comparing other types of radiation with that of gamma or roentgen rays.,https://meshb.nlm.nih.gov/record/ui?ui=D012062
210,D012306,Risk,The probability that an event will occur. It encompasses a variety of measures of the probability of a generally unfavorable outcome.,https://meshb.nlm.nih.gov/record/ui?ui=D012306
211,D016017,Odds Ratio,The ratio of two odds. The exposure-odds ratio for case control data is the ratio of the odds in favor of exposure among cases to the odds in favor of exposure among noncases. The disease-odds ratio for a cohort or cross section is the ratio of the odds in favor of disease among the exposed to the odds in favor of disease among the unexposed. The prevalence-odds ratio refers to an odds ratio derived cross-sectionally from studies of prevalent cases.,https://meshb.nlm.nih.gov/record/ui?ui=D016017
212,D012307,Risk Factors,"An aspect of personal behavior or lifestyle, environmental exposure, inborn or inherited characteristic, which, on the basis of epidemiological evidence, is known to be associated with a health-related condition considered important to prevent.",https://meshb.nlm.nih.gov/record/ui?ui=D012307
213,D040242,Risk Reduction Behavior,Reduction of high-risk choices and adoption of low-risk quantity and frequency alternatives.,https://meshb.nlm.nih.gov/record/ui?ui=D040242
214,D009435,Synaptic Transmission,"The communication from a NEURON to a target (neuron, muscle, or secretory cell) across a SYNAPSE. In chemical synaptic transmission, the presynaptic neuron releases a NEUROTRANSMITTER that diffuses across the synaptic cleft and binds to specific synaptic receptors, activating them. The activated receptors modulate specific ion channels and/or second-messenger systems in the postsynaptic cell. In electrical synaptic transmission, electrical signals are communicated as an ionic current flow across ELECTRICAL SYNAPSES.",https://meshb.nlm.nih.gov/record/ui?ui=D009435
216,D014056,"Tomography, X-Ray",Tomography using x-ray transmission.,https://meshb.nlm.nih.gov/record/ui?ui=D014056
217,D016636,Telefacsimile,"A telecommunication system combining the transmission of a document scanned at a transmitter, its reconstruction at a receiving station, and its duplication there by a copier.",https://meshb.nlm.nih.gov/record/ui?ui=D016636
218,D018445,"Infectious Disease Transmission, Vertical","The transmission of infectious disease or pathogens from one generation to another. It includes transmission in utero or intrapartum by exposure to blood and secretions, and postpartum exposure via breastfeeding.",https://meshb.nlm.nih.gov/record/ui?ui=D018445
219,D000224,Addison Disease,"An adrenal disease characterized by the progressive destruction of the ADRENAL CORTEX, resulting in insufficient production of ALDOSTERONE and HYDROCORTISONE. Clinical symptoms include ANOREXIA; NAUSEA; WEIGHT LOSS; MUSCLE WEAKNESS; and HYPERPIGMENTATION of the SKIN due to increase in circulating levels of ACTH precursor hormone which stimulates MELANOCYTES.",https://meshb.nlm.nih.gov/record/ui?ui=D000224
220,D000309,Adrenal Insufficiency,"Conditions in which the production of adrenal CORTICOSTEROIDS falls below the requirement of the body. Adrenal insufficiency can be caused by defects in the ADRENAL GLANDS, the PITUITARY GLAND, or the HYPOTHALAMUS.",https://meshb.nlm.nih.gov/record/ui?ui=D000309
221,D000312,"Adrenal Hyperplasia, Congenital","A group of inherited disorders of the ADRENAL GLANDS, caused by enzyme defects in the synthesis of cortisol (HYDROCORTISONE) and/or ALDOSTERONE leading to accumulation of precursors for ANDROGENS. Depending on the hormone imbalance, congenital adrenal hyperplasia can be classified as salt-wasting, hypertensive, virilizing, or feminizing. Defects in STEROID 21-HYDROXYLASE; STEROID 11-BETA-HYDROXYLASE; STEROID 17-ALPHA-HYDROXYLASE; 3-beta-hydroxysteroid dehydrogenase (3-HYDROXYSTEROID DEHYDROGENASES); TESTOSTERONE 5-ALPHA-REDUCTASE; or steroidogenic acute regulatory protein; among others, underlie these disorders.",https://meshb.nlm.nih.gov/record/ui?ui=D000312
222,D000075262,"Hypoadrenocorticism, Familial","Hereditary forms of Addison disease that may exhibit autosomal recessive or X-linked  inheritance. They are characterized by severe neurological symptoms, APNEA;  and death in infancy. OMIM: 240200",https://meshb.nlm.nih.gov/record/ui?ui=D000075262
223,D004632,Emergency Medical Services,"Services specifically designed, staffed, and equipped for the emergency care of patients.",https://meshb.nlm.nih.gov/record/ui?ui=D004632
224,D009026,Mortality,All deaths reported in a given population.,https://meshb.nlm.nih.gov/record/ui?ui=D009026
225,D046689,Fetal Mortality,Number of fetal deaths with stated or presumed gestation of 20 weeks or more in a given population. Late fetal mortality is death after of 28 weeks or more.,https://meshb.nlm.nih.gov/record/ui?ui=D046689
226,D017052,Hospital Mortality,A vital statistic measuring or recording the rate of death from any cause in hospitalized populations.,https://meshb.nlm.nih.gov/record/ui?ui=D017052
227,D054238,Perinatal Mortality,Deaths occurring from the 28th week of GESTATION to the 28th day after birth in a given population.,https://meshb.nlm.nih.gov/record/ui?ui=D054238
228,D007226,Infant Mortality,Postnatal deaths from BIRTH to 365 days after birth in a given population. Postneonatal mortality represents deaths between 28 days and 365 days after birth (as defined by National Center for Health Statistics). Neonatal mortality represents deaths from birth to 27 days after birth.,https://meshb.nlm.nih.gov/record/ui?ui=D007226
231,D008428,Maternal Mortality,Maternal deaths resulting from complications of pregnancy and childbirth in a given population.,https://meshb.nlm.nih.gov/record/ui?ui=D008428
233,D051437,Renal Insufficiency,"A severe irreversible decline in the ability of kidneys to remove wastes, concentrate URINE, and maintain ELECTROLYTE BALANCE; BLOOD PRESSURE; and CALCIUM metabolism.",https://meshb.nlm.nih.gov/record/ui?ui=D051437
236,D051436,"Renal Insufficiency, Chronic","Conditions in which the KIDNEYS perform below the normal level for more than three months. Chronic kidney insufficiency is classified by five stages according to the decline in GLOMERULAR FILTRATION RATE and the degree of kidney damage (as measured by the level of PROTEINURIA). The most severe form is the end-stage renal disease (CHRONIC KIDNEY FAILURE). (Kidney Foundation: Kidney Disease Outcome Quality Initiative, 2002)",https://meshb.nlm.nih.gov/record/ui?ui=D051436
239,D003695,Delivery of Health Care,The concept concerned with all aspects of providing and distributing health services to a patient population.,https://meshb.nlm.nih.gov/record/ui?ui=D003695
240,D003696,Delivery Rooms,Hospital units equipped for childbirth.,https://meshb.nlm.nih.gov/record/ui?ui=D003696
241,D057134,"Antibodies, Neutralizing","Antibodies that reduce or abolish some biological activity of a soluble antigen or infectious agent, usually a virus.",https://meshb.nlm.nih.gov/record/ui?ui=D057134
242,D000080908,Broadly Neutralizing Antibodies,"Neutralizing antibodies that reduce or abolish some biological activity of a soluble antigen or infectious agent (e.g., HIV) by targeting several epitopes.",https://meshb.nlm.nih.gov/record/ui?ui=D000080908
243,D053769,Nanocapsules,"Nanometer-sized, hollow, spherically-shaped objects that can be utilized to encapsulate small amounts of pharmaceuticals, enzymes, or other catalysts (Glossary of Biotechnology and Nanobiotechnology, 4th ed).",https://meshb.nlm.nih.gov/record/ui?ui=D053769
244,D002214,Capsules,Hard or soft soluble containers used for the oral administration of medicine.,https://meshb.nlm.nih.gov/record/ui?ui=D002214
245,D007239,Infections,Invasion of the host organism by microorganisms or their toxins or by parasites that can cause pathological conditions or diseases.,https://meshb.nlm.nih.gov/record/ui?ui=D007239
246,D012192,Retroviridae Infections,Virus diseases caused by the RETROVIRIDAE.,https://meshb.nlm.nih.gov/record/ui?ui=D012192
247,D010031,Otitis,"Inflammation of the ear, which may be marked by pain (EARACHE), fever, HEARING DISORDERS, and VERTIGO. Inflammation of the external ear is OTITIS EXTERNA; of the middle ear, OTITIS MEDIA; of the inner ear, LABYRINTHITIS.",https://meshb.nlm.nih.gov/record/ui?ui=D010031
248,D001447,Balantidiasis,Infection by parasites of the genus BALANTIDIUM. The presence of Balantidium in the LARGE INTESTINE leads to DIARRHEA; DYSENTERY; and occasionally ULCER.,https://meshb.nlm.nih.gov/record/ui?ui=D001447
249,D006192,Haemophilus Infections,Infections with bacteria of the genus HAEMOPHILUS.,https://meshb.nlm.nih.gov/record/ui?ui=D006192
250,D020863,Central Nervous System Cysts,"Congenital or acquired cysts of the brain, spinal cord, or meninges which may remain stable in size or undergo progressive enlargement.",https://meshb.nlm.nih.gov/record/ui?ui=D020863
251,D002493,Maladie du système nerveux central,"Diseases of any component of the brain (including the cerebral hemispheres, diencephalon, brain stem, and cerebellum) or the spinal cord.",https://meshb.nlm.nih.gov/record/ui?ui=D002493
252,D002494,Central Nervous System Infections,"Pathogenic infections of the brain, spinal cord, and meninges. DNA VIRUS INFECTIONS; RNA VIRUS INFECTIONS; BACTERIAL INFECTIONS; MYCOPLASMA INFECTIONS; SPIROCHAETALES INFECTIONS; fungal infections; PROTOZOAN INFECTIONS; HELMINTHIASIS; and PRION DISEASES may involve the central nervous system as a primary or secondary process.",https://meshb.nlm.nih.gov/record/ui?ui=D002494
253,D007223,Infant,A child between 1 and 23 months of age.,https://meshb.nlm.nih.gov/record/ui?ui=D007223
254,D007224,Infant Care,Care of infants in the home or institution.,https://meshb.nlm.nih.gov/record/ui?ui=D007224
255,D066088,Infant Death,The death of a live-born INFANT within its first year of life.,https://meshb.nlm.nih.gov/record/ui?ui=D066088
256,D007225,Infant Food,Food processed and manufactured for the nutritional health of children in their first year of life.,https://meshb.nlm.nih.gov/record/ui?ui=D007225
257,D000068104,Infant Health,The concept covering the physical and mental conditions of INFANTS.,https://meshb.nlm.nih.gov/record/ui?ui=D000068104
258,D008253,Macaca mulatta,"A species of the genus MACACA inhabiting India, China, and other parts of Asia. The species is used extensively in biomedical research and adapts very well to living with humans.",https://meshb.nlm.nih.gov/record/ui?ui=D008253
259,D011606,Psychosexual Development,"The stages of development of the psychological aspects of sexuality from birth to adulthood; i.e., oral, anal, genital, and latent periods.",https://meshb.nlm.nih.gov/record/ui?ui=D011606
260,D009913,Oral Stage,"The earliest of the stages of infantile psychosexual development, lasting from birth to 12 months or longer.",https://meshb.nlm.nih.gov/record/ui?ui=D009913
261,D018450,Disease Progression,The worsening of a disease over time. This concept is most often used for chronic and incurable diseases where the stage of the disease is an important determinant of therapy and prognosis.,https://meshb.nlm.nih.gov/record/ui?ui=D018450
263,D024881,"Drug Resistance, Bacterial","The ability of bacteria to resist or to become tolerant to chemotherapeutic agents, antimicrobial agents, or antibiotics. This resistance may be acquired through gene mutation or foreign DNA in transmissible plasmids (R FACTORS).",https://meshb.nlm.nih.gov/record/ui?ui=D024881
264,D019008,"Drug Resistance, Neoplasm","Resistance or diminished response of a neoplasm to an antineoplastic agent in humans, animals, or cell or tissue cultures.",https://meshb.nlm.nih.gov/record/ui?ui=D019008
265,D025141,"Drug Resistance, Fungal","The ability of fungi to resist or to become tolerant to chemotherapeutic agents, antifungal agents, or antibiotics. This resistance may be acquired through gene mutation.",https://meshb.nlm.nih.gov/record/ui?ui=D025141
266,D000900,Anti-Bacterial Agents,Substances that kill BACTERIA.,https://meshb.nlm.nih.gov/record/ui?ui=D000900
267,D008103,Liver Cirrhosis,"Liver disease in which the normal microcirculation, the gross vascular anatomy, and the hepatic architecture have been variably destroyed and altered with fibrous septa surrounding regenerated or regenerating parenchymal nodules.",https://meshb.nlm.nih.gov/record/ui?ui=D008103
268,D018805,Sepsis,Systemic disease associated with the presence of pathogenic microorganisms or their toxins in the blood.,https://meshb.nlm.nih.gov/record/ui?ui=D018805
269,D015004,Yellow Fever,"An acute infectious disease primarily of the tropics, caused by a virus and transmitted to man by mosquitoes of the genera Aedes and Haemagogus. The severe form is characterized by fever, HEMOLYTIC JAUNDICE, and renal damage.",https://meshb.nlm.nih.gov/record/ui?ui=D015004
270,D015005,Yellow fever virus,The type species of the FLAVIVIRUS genus. Principal vector transmission to humans is by AEDES spp. mosquitoes.,https://meshb.nlm.nih.gov/record/ui?ui=D015005
271,D022341,Yellow Fever Vaccine,Vaccine used to prevent YELLOW FEVER. It consists of a live attenuated 17D strain of the YELLOW FEVER VIRUS.,https://meshb.nlm.nih.gov/record/ui?ui=D022341
272,D016217,"Ultrasonography, Mammary",Use of ultrasound for imaging the breast. The most frequent application is the diagnosis of neoplasms of the female breast.,https://meshb.nlm.nih.gov/record/ui?ui=D016217
273,D031383,Bertholletia,A plant genus of the family Lecythidaceae which is the source of edible Brazil nuts.,https://meshb.nlm.nih.gov/record/ui?ui=D031383
274,D029911,Caesalpinia,"A plant genus of the family FABACEAE. The common name of ""Bird-Of-Paradise"" is also used for other plants such as Heliconia (HELICONIACEAE) and Strelitzia (STRELITZIACEAE) and some birds. The common name of ""Cat's-Claw"" is more often used with UNCARIA. The common name of ""Pernambuco"" also refers to a state in Brazil. Furanoditerpenoid lactones and caesalpin are produced by members of this genus.",https://meshb.nlm.nih.gov/record/ui?ui=D029911
275,D019966,Substance-Related Disorders,Disorders related to substance abuse.,https://meshb.nlm.nih.gov/record/ui?ui=D019966
276,D016739,"Behavior, Addictive","The observable, measurable, and often pathological activity of an organism that portrays its inability to overcome a habit resulting in an insatiable craving for a substance or for performing certain acts. The addictive behavior includes the emotional and physical overdependence on the object of habit in increasing amount or frequency.",https://meshb.nlm.nih.gov/record/ui?ui=D016739
277,D013981,Tic Disorders,"Disorders characterized by recurrent TICS that may interfere with speech and other activities. Tics are sudden, rapid, nonrhythmic, stereotyped motor movements or vocalizations which may be exacerbated by stress and are generally attenuated during absorbing activities. Tic disorders are distinguished from conditions which feature other types of abnormal movements that may accompany another another condition. (From DSM-IV, 1994)",https://meshb.nlm.nih.gov/record/ui?ui=D013981
278,D013705,Temporomandibular Joint Disorders,"A variety of conditions affecting the anatomic and functional characteristics of the temporomandibular joint. Factors contributing to the complexity of temporomandibular diseases are its relation to dentition and mastication and the symptomatic effects in other areas which account for referred pain to the joint and the difficulties in applying traditional diagnostic procedures to temporomandibular joint pathology where tissue is rarely obtained and x-rays are often inadequate or nonspecific. Common diseases are developmental abnormalities, trauma, subluxation, luxation, arthritis, and neoplasia. (From Thoma's Oral Pathology, 6th ed, pp577-600)",https://meshb.nlm.nih.gov/record/ui?ui=D013705
